"","Rd","#","Phase","POS","Drafted From","Year","Tm","Name"
"2911",5,142,"JR","C","Cal State Fullerton",2013,"Miami Marlins","Chad Wallach"
"2912",5,143,"JR","LHP","Kentucky",2013,"Boston Red Sox","Corey Littrell"
"2913",5,144,"JR","CF","James Logan High School (Hayward, CA)",2013,"Kansas City Royals","Amalani Fukofuka"
"2914",5,145,"JR","LHP","Heartland Community College",2013,"Toronto Blue Jays","Daniel Lietz"
"2915",5,146,"JR","LF","Kansas State",2013,"New York Mets","Jared King"
"2916",5,147,"JR","SS","East Carolina",2013,"Seattle Mariners","Jack Reinheimer"
"2917",5,148,"JR","2B","Norwell High School (Ossian, IN)",2013,"San Diego Padres","Josh VanMeter"
"2918",5,149,"JR","SS","Great Oak High School (Temecula, CA)",2013,"Pittsburgh Pirates","Trae Arbet"
"2919",5,150,"JR","SS","Basha High School (Gilbert, AZ)",2013,"Arizona Diamondbacks","Jamie Westbrook"
"2920",5,151,"JR","P","Oregon State University",2013,"Philadelphia Phillies","Ben Holmes"
"2921",5,152,"JR","P","University of Wisconsin-Milwaukee",2013,"Milwaukee Brewers","Joshua Uhen"
"2922",5,153,"JR","P","Spring High School (Spring, Texas)",2013,"Chicago White Sox","Thaddius Lowry"
"2923",5,154,"JR","P","Palm Beach State College",2013,"Los Angeles Dodgers","J.D. Underwood"
"2924",5,155,"JR","P","Boone High School (Orlando, FL)",2013,"St. Louis Cardinals","Ian McKinney"
"2925",5,156,"JR","MLB","Georgia Institute of Technology",2013,"Detroit Tigers","Buck Farmer"
"2926",5,157,"JR","RHP","Savannah State University",2013,"Los Angeles Angels","Kyle McGowin"
"2927",5,158,"JR","2B","University of Arizona",2013,"Tampa Bay Rays","Johnny Field"
"2928",5,159,"JR","P","",2013,"Baltimore Orioles","Travis Seabrooke"
"2929",5,160,"JR","C","Mesa Community College",2013,"Texas Rangers","Joe Jackson"
"2930",5,161,"JR","RHP","University of Mississippi",2013,"Oakland Athletics","Bobby Wahl"
"2931",5,162,"JR","P","University of Notre Dame",2013,"San Francisco Giants","Daniel Slania"
"2932",5,163,"JR","SS","Texas A&M University",2013,"Atlanta Braves","Mikey Reynolds"
"2933",5,164,"JR","P","Howard College",2013,"New York Yankees","David Palladino"
"2934",5,165,"JR","SS","Mauldin High School (Mauldin, SC)",2013,"Cincinnati Reds","Cory Thompson"
"2935",5,166,"JR","RHP","University of Washington",2013,"Washington Nationals","Austin Voth"
"2936",6,167,"JR","C","Redlands High School (Redlands, CA)",2013,"Houston Astros","Jacob Nottingham"
"2937",6,168,"JR","P","Pepperdine University",2013,"Chicago Cubs","Scott Frazier"
"2938",6,169,"JR","C","Elk Grove High School (Elk Grove, CA)",2013,"Colorado Rockies","Dom Nunez"
"2939",6,170,"JR","C","Arlington Country Day School (Jacksonville, FL)",2013,"Minnesota Twins","Brian Navarreto"
"2940",6,171,"JR","P","Centennial High School (Burleson, TX)",2013,"Cleveland Indians","Casey Shane"
"2941",6,172,"JR","C","Lincoln Land Community College",2013,"Miami Marlins","Ryan Aper"
"2942",6,173,"JR","OF","Forest High School (Ocala, FL)",2013,"Boston Red Sox","Jordon Austin"
"2943",6,174,"JR","P","Northwestern University",2013,"Kansas City Royals","Luke Farrell"
"2944",6,175,"JR","P","Oregon State University",2013,"Toronto Blue Jays","Matt Boyd"
"2945",6,176,"JR","OF","Brevard Community College",2013,"New York Mets","Champ Stuart"
"2946",6,177,"JR","OF","Sweeny High School (Sweeny, TX)",2013,"Seattle Mariners","Corey Simpson"
"2947",6,178,"JR","P","University of Kentucky",2013,"San Diego Padres","Trevor Gott"
"2948",6,179,"JR","SS","Mississippi State University",2013,"Pittsburgh Pirates","Adam Frazier"
"2949",6,180,"JR","OF","Faulkner State Community College",2013,"Arizona Diamondbacks","Colin Bray"
"2950",6,181,"JR","OF","Washington State University",2013,"Philadelphia Phillies","Jason Monda"
"2951",6,182,"JR","1B","Auburn University",2013,"Milwaukee Brewers","Garrett Cooper"
"2952",6,183,"JR","P","Cal State San Marcos",2013,"Chicago White Sox","James Dykstra"
"2953",6,184,"JR","P","Grayson County College",2013,"Los Angeles Dodgers","Jacob Rhame"
"2954",6,185,"JR","P","University of Maryland",2013,"St. Louis Cardinals","James Reed"
"2955",6,186,"JR","P","Arizona Christian",2013,"Detroit Tigers","Calvin Drummond"
"2956",6,187,"JR","P","Florida Gulf Coast University",2013,"Los Angeles Angels","Harrison Cooney"
"2957",6,188,"JR","P","Half Hollow Hills East High School (Dix Hills, NY)",2013,"Tampa Bay Rays","Stephen Woods"
"2958",6,189,"JR","C","Calvert Hall College High School (Baltimore, MD)",2013,"Baltimore Orioles","Alex Murphy"
"2959",6,190,"JR","P","University of New Mexico",2013,"Texas Rangers","Samuel Wolff"
"2960",6,191,"JR","RHP","Texas State University",2013,"Oakland Athletics","Kyle Finnegan"
"2961",6,192,"JR","P","UCLA",2013,"San Francisco Giants","Nick Vander Tuig"
"2962",6,193,"JR","P","Kennesaw State University",2013,"Atlanta Braves","Steve Janas"
"2963",6,194,"JR","SS","Sacred Heart University",2013,"New York Yankees","John Murphy"
"2964",6,195,"JR","RHP","UCLA",2013,"Cincinnati Reds","Zack Weiss"
"2965",6,196,"JR","3B","Grayson County College",2013,"Washington Nationals","Cody Gunter"
"2966",7,197,"JR","OF","University of South Florida",2013,"Houston Astros","James Ramsay"
"2967",7,198,"JR","P","Michigan State University",2013,"Chicago Cubs","David Garner"
"2968",7,199,"JR","RHP","University of Arizona",2013,"Colorado Rockies","Konner Wade"
"2969",7,200,"JR","P","Seton Hall University",2013,"Minnesota Twins","Brian Gilbert"
"2970",7,201,"JR","P","Riverside Community College",2013,"Cleveland Indians","Kenny Mathews"
"2971",7,202,"JR","SS","Feather River College",2013,"Miami Marlins","Justin Bohn"
"2972",7,203,"JR","P","University of Tampa",2013,"Boston Red Sox","Mike Adams"
"2973",7,204,"JR","P","University of South Alabama",2013,"Kansas City Royals","Kyle Bartsch"
"2974",7,205,"JR","RHP","Santa Monica High School (Santa Monica, CA)",2013,"Toronto Blue Jays","Conner Greene"
"2975",7,206,"JR","1B","University of Oklahoma",2013,"New York Mets","Matt Oberste"
"2976",7,207,"JR","P","Gonzaga University",2013,"Seattle Mariners","Tyler Olson"
"2977",7,208,"JR","1B","Marina High School (Huntington Beach, CA)",2013,"San Diego Padres","Jake Bauers"
"2978",7,209,"JR","P","UNLV",2013,"Pittsburgh Pirates","Buddy Borden"
"2979",7,210,"JR","P","University of Florida",2013,"Colorado Rockies","Daniel Gibson"
"2980",7,211,"JR","3B-1B","College of the Canyons",2013,"Philadelphia Phillies","Trey Williams"
"2981",7,212,"JR","OF","Miami-Dade College",2013,"Milwaukee Brewers","Omar Garcia"
"2982",7,213,"JR","3B","Jenks High School (Jenks, OK)",2013,"Chicago White Sox","Trey Michalczewski"
"2983",7,214,"JR","SS","University of California-Santa Barbara",2013,"Los Angeles Dodgers","Brandon Trinkwon"
"2984",7,215,"JR","2B","El Dorado High School (Placentia, CA)",2013,"St. Louis Cardinals","Chris Rivera"
"2985",7,216,"JR","OF","Vanderbilt University",2013,"Detroit Tigers","Connor Harrell"
"2986",7,217,"JR","P","Seminole State College of Florida",2013,"Los Angeles Angels","Garrett Nuss"
"2987",7,218,"JR","3B","University of Louisville",2013,"Tampa Bay Rays","Ty Young"
"2988",7,219,"JR","IF","Youngstown State University",2013,"Baltimore Orioles","Drew Dosch"
"2989",7,220,"JR","RHP","Kaskaskia College",2013,"Texas Rangers","Nick Gardewine"
"2990",7,221,"JR","P","Wenatchee High School (Wenatchee, WA)",2013,"Oakland Athletics","Dustin Driver"
"2991",7,222,"JR","2B-SS","Florida Gulf Coast University",2013,"San Francisco Giants","Brandon Bednar"
"2992",7,223,"JR","P","Somerset High School (Somerset, PA)",2013,"Atlanta Braves","Ian Stiffler"
"2993",7,224,"JR","P","Louisiana State University",2013,"New York Yankees","Nick Rumbelow"
"2994",7,225,"JR","RHP","Westminster High School (Westminster, CA)",2013,"Cincinnati Reds","Tyler Mahle"
"2995",7,226,"JR","1B","University of Delaware",2013,"Washington Nationals","Jimmy Yezzo"
"2996",8,227,"JR","OF","Orange Lutheran High School (Orange, CA)",2013,"Houston Astros","Jason Martin"
"2997",8,228,"JR","P","Lamar Community College",2013,"Chicago Cubs","Sam Wilson"
"2998",8,229,"JR","OF","Riverwood High School (Atlanta, GA)",2013,"Colorado Rockies","Terry McClure"
"2999",8,230,"JR","IF","Indiana University",2013,"Minnesota Twins","Dustin Demuth"
"3000",8,231,"JR","P","University of California-Riverside",2013,"Cleveland Indians","Trevor Frank"
"3001",8,232,"JR","2B","Arlington Country Day School (Jacksonville, FL)",2013,"Miami Marlins","Iramis Olivencia"
"3002",8,233,"JR","OF","University of Central Arkansas",2013,"Boston Red Sox","Forrestt Allday"
"3003",8,234,"JR","1B","University of North Carolina",2013,"Kansas City Royals","Cody Stubbs"
"3004",8,235,"JR","P","Mississippi State University",2013,"Toronto Blue Jays","Kendall Graveman"
"3005",8,236,"JR","P","Florida Gulf Coast University",2013,"New York Mets","Ricky Knapp"
"3006",8,237,"JR","SS","Oregon State University",2013,"Seattle Mariners","Tyler Smith"
"3007",8,238,"JR","P","South Hills High School (Covina, CA)",2013,"San Diego Padres","Adrian De Horta"
"3008",8,239,"JR","P","Avon Old Farms Prep School (Avon Old Farms ,CT)",2013,"Pittsburgh Pirates","Neil Kozikowski"
"3009",8,240,"JR","P","Flowery Branch High School (Flowery Branch, GA)",2013,"Arizona Diamondbacks","Brad Keller"
"3010",8,241,"JR","OF","University of Illinois",2013,"Philadelphia Phillies","Justin Parr"
"3011",8,242,"JR","OF","American Heritage High School (Plantation, FL)",2013,"Milwaukee Brewers","Brandon Diaz"
"3012",8,243,"JR","P","South Mountain Community College",2013,"Chicago White Sox","Chris Freudenberg"
"3013",8,244,"JR","C","University of Georgia",2013,"Los Angeles Dodgers","Kyle Farmer"
"3014",8,245,"JR","P","University of Southern Mississippi",2013,"St. Louis Cardinals","Andrew Pierce"
"3015",8,246,"JR","P","Hill College",2013,"Detroit Tigers","Zac Reininger"
"3016",8,247,"JR","P","Furman University",2013,"Los Angeles Angels","Nate Smith"
"3017",8,248,"JR","RHP","Laredo United High School (Laredo, TX)",2013,"Tampa Bay Rays","Roel Ramirez"
"3018",8,249,"JR","1B","University of Notre Dame",2013,"Baltimore Orioles","Trey Mancini"
"3019",8,250,"JR","2B","College of Southern Nevada",2013,"Texas Rangers","Evan Van Hoosier"
"3020",8,251,"JR","OF","University of North Florida",2013,"Oakland Athletics","Tyler Marincov"
"3021",8,252,"JR","OF","Virginia Tech",2013,"San Francisco Giants","Tyler Horan"
"3022",8,253,"JR","OF","Georgia Institute of Technology",2013,"Atlanta Braves","Kyle Wren"
"3023",8,254,"JR","OF","Georgia Institute of Technology",2013,"New York Yankees","Brandon Thomas"
"3024",8,255,"JR","P","Cal State Bakersfield",2013,"Cincinnati Reds","Scott Brattvet"
"3025",8,256,"JR","P","Tulane University",2013,"Washington Nationals","David Napoli"
"3026",9,257,"JR","C","University of North Carolina",2013,"Houston Astros","Brian Holberton"
"3027",9,258,"JR","OF","Travis High School (Richmond, TX)",2013,"Chicago Cubs","Charcer Burks"
"3028",9,259,"JR","SS","UCLA",2013,"Colorado Rockies","Pat Valaika"
"3029",9,260,"JR","C","University of New Mexico",2013,"Minnesota Twins","Mitch Garver"
"3030",9,261,"JR","LHP","College of Southern Nevada",2013,"Cleveland Indians","Thomas Pannone"
"3031",9,262,"JR","SS","Richland College",2013,"Miami Marlins","Aaron Blanton"
"3032",9,263,"JR","RHP","Texas A&M University",2013,"Boston Red Sox","Kyle Martin"
"3033",9,264,"JR","OF","University of Texas-San Antonio",2013,"Kansas City Royals","Daniel Rockett"
"3034",9,265,"JR","LHP","Mississippi State University",2013,"Toronto Blue Jays","Chad Girodo"
"3035",9,266,"JR","OF","University of Michigan",2013,"New York Mets","Patrick Biondi"
"3036",9,267,"JR","P","College of Charleston",2013,"Seattle Mariners","Jake Zokan"
"3037",9,268,"JR","P","University of San Francisco",2013,"San Diego Padres","Adam Cimber"
"3038",9,269,"JR","P","University of Delaware",2013,"Pittsburgh Pirates","Chad Kuhl"
"3039",9,270,"JR","C","Saint Louis University",2013,"Arizona Diamondbacks","Grant Nelson"
"3040",9,271,"JR","P","Southwestern Oklahoma State University",2013,"Philadelphia Phillies","Shane Martin"
"3041",9,272,"JR","P","California State University, Fresno",2013,"Milwaukee Brewers","Tyler Linehan"
"3042",9,273,"JR","P","Southern Polytechnic State University",2013,"Chicago White Sox","Nick Blount"
"3043",9,274,"JR","IF-OF","Texas Wesleyan University",2013,"Los Angeles Dodgers","Hank Yates"
"3044",9,275,"JR","P","Missouri State University",2013,"St. Louis Cardinals","Nick Petree"
"3045",9,276,"JR","P","Louisiana State University",2013,"Detroit Tigers","Will LaMarche"
"3046",9,277,"JR","C","Florida State University",2013,"Los Angeles Angels","Stephen McGee"
"3047",9,278,"JR","RHP","University of Houston",2013,"Tampa Bay Rays","Austin Pruitt"
"3048",9,279,"JR","P","Dartmouth College",2013,"Baltimore Orioles","Mitch Horacek"
"3049",9,280,"JR","P","Lee University",2013,"Texas Rangers","Jose Samayoa"
"3050",9,281,"JR","P","Pittsburg State University",2013,"Oakland Athletics","Matt Stalcup"
"3051",9,282,"JR","LHP","University of Minnesota",2013,"San Francisco Giants","D.J. Snelten"
"3052",9,283,"JR","3B","Horseheads High School (Horseheads, NY)",2013,"Atlanta Braves","Dylan Manwaring"
"3053",9,284,"JR","P","Auburn University",2013,"New York Yankees","Conner Kendrick"
"3054",9,285,"JR","P","",2013,"Cincinnati Reds","Chad Jones"
"3055",9,286,"JR","P","Virginia Tech",2013,"Washington Nationals","Jake Joyce"
"3056",10,287,"JR","P","Spotswood High School (Penn Laird, VA)",2013,"Houston Astros","Austin Nicely"
"3057",10,288,"JR","P","University of Tennessee",2013,"Chicago Cubs","Zack Godley"
"3058",10,289,"JR","OF","Bradley University",2013,"Colorado Rockies","Mike Tauchman"
"3059",10,290,"JR","P","Samford University",2013,"Minnesota Twins","C.K. Irby"
"3060",10,291,"JR","IF","Kansas State University",2013,"Cleveland Indians","Ross Kivett"
"3061",10,292,"JR","OF","Cal State Fullerton",2013,"Miami Marlins","Carlos Lopez"
"3062",10,293,"JR","P","University of South Carolina-Aiken",2013,"Boston Red Sox","Taylor Grover"
"3063",10,294,"JR","RF-OF","Cypress College",2013,"Kansas City Royals","Alex Newman"
"3064",10,295,"JR","C","United States Air Force Academy",2013,"Toronto Blue Jays","Garrett Custons"
"3065",10,296,"JR","SS","Coral Springs Charter (Coral Springs, FL)",2013,"New York Mets","Luis Guillorme"
"3066",10,297,"JR","P","Belmont Abbey College",2013,"Seattle Mariners","Emilio Pagan"
"3067",10,298,"JR","P","University of North Carolina at Wilmington",2013,"San Diego Padres","Justin Livengood"
"3068",10,299,"JR","P","Long Beach State University",2013,"Pittsburgh Pirates","Shane Carle"
"3069",10,300,"JR","P","University of Oregon",2013,"Arizona Diamondbacks","Jimmie Sherfy"
"3070",10,301,"JR","P","Seton Hall University",2013,"Philadelphia Phillies","Jon Prosinski"
"3071",10,302,"JR","RF-OF","Rice University",2013,"Milwaukee Brewers","Michael Ratterree"
"3072",10,303,"JR","RHP","Ohio State University",2013,"Chicago White Sox","Brad Goldberg"
"3073",10,304,"JR","P","Mansfield University of Pennsylvania",2013,"Los Angeles Dodgers","Nick Keener"
"3074",10,305,"JR","2B","Port Credit High School (Mississauga, Canada)",2013,"St. Louis Cardinals","Malik Collymore"
"3075",10,306,"JR","OF","Arizona State University",2013,"Detroit Tigers","Kasey Coffman"
"3076",10,307,"JR","P","Missouri State University",2013,"Los Angeles Angels","Grant Gordon"
"3077",10,308,"JR","P","Loyola Marymount University",2013,"Tampa Bay Rays","Aaron Griffin"
"3078",10,309,"JR","C","California State University, Fresno",2013,"Baltimore Orioles","Austin Wynns"
"3079",10,310,"JR","P","University of Oregon",2013,"Texas Rangers","Cole Wiper"
"3080",10,311,"JR","P","University of Kentucky",2013,"Oakland Athletics","Jerad Grundy"
"3081",10,312,"JR","RHP","Austin Peay State University",2013,"San Francisco Giants","Tyler Rogers"
"3082",10,313,"JR","3B","Palm Beach Central High School (Wellington, FL)",2013,"Atlanta Braves","Ian Hagenmiller"
"3083",10,314,"JR","P","University of South Carolina",2013,"New York Yankees","Tyler Webb"
"3084",10,315,"JR","RHP","Arkansas State University",2013,"Cincinnati Reds","Daniel Wright"
"3085",10,316,"JR","IF","Tulane University",2013,"Washington Nationals","Brennan Middleton"
"3086",11,317,"JR","P","Bishop Manogue High School (Reno, NV)",2013,"Houston Astros","Devonte German"
"3087",11,318,"JR","3B","Austin Peay State University",2013,"Chicago Cubs","Jordan Hankins"
"3088",11,319,"JR","1B","Florida Gulf Coast University",2013,"Colorado Rockies","Sean Dwyer"
"3089",11,320,"JR","SS-2B","",2013,"Minnesota Twins","Nelson Molina"
"3090",11,321,"JR","P","UCLA",2013,"Cleveland Indians","Adam Plutko"
"3091",11,322,"JR","OF","University of Louisville",2013,"Miami Marlins","Coco Johnson"
"3092",11,323,"JR","3B","Nova Southeastern University",2013,"Boston Red Sox","Carlos Asuaje"
"3093",11,324,"JR","C","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",2013,"Kansas City Royals","Xavier Fernandez"
"3094",11,325,"JR","LHP","Parkway South High School (Manchester, MO)",2013,"Toronto Blue Jays","Jake Brentz"
"3095",11,326,"JR","RHP","South Georgia College",2013,"New York Mets","Tyler Bashlor"
"3096",11,327,"JR","P","Eastern Alamance High School (Mebane, NC)",2013,"Seattle Mariners","Zack Littell"
"3097",11,328,"JR","P","University of Memphis",2013,"San Diego Padres","Erik Schoenrock"
"3098",11,329,"JR","3B","University of Texas",2013,"Pittsburgh Pirates","Erich Weiss"
"3099",11,330,"JR","3B-2B","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",2013,"Arizona Diamondbacks","Jacob Cordero"
"3100",11,331,"JR","P","Rye High School (Rye, CO)",2013,"Philadelphia Phillies","Denton Keys"
"3101",11,332,"JR","P","Lee University",2013,"Milwaukee Brewers","Andy Hillis"
"3102",11,333,"JR","P","Bonita Vista High School (Chula Vista, CA)",2013,"Chicago White Sox","Matt Ball"
"3103",11,334,"JR","C","Vanderbilt University",2013,"Los Angeles Dodgers","Spencer Navin"
"3104",11,335,"JR","P","Head-Royce High School (Oakland, CA)",2013,"St. Louis Cardinals","Steven Farinaro"
"3105",11,336,"JR","RHP","University of Louisville",2013,"Detroit Tigers","Chad Green"
"3106",11,337,"JR","P","Tracy High School (Tracy, CA)",2013,"Los Angeles Angels","Jonah Wesely"
"3107",11,338,"JR","OF","Weatherford College",2013,"Tampa Bay Rays","Hunter Lockwood"
"3108",11,339,"JR","LHP","Regis University",2013,"Baltimore Orioles","Steven Brault"
"3109",11,340,"JR","OF","Liberty University",2013,"Texas Rangers","Ryan Cordell"
"3110",11,341,"JR","P","Slippery Rock University of Pennsylvania",2013,"Oakland Athletics","Lou Trivino"
"3111",11,342,"JR","OF","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",2013,"San Francisco Giants","Johneshwy Fargas"
"3112",11,343,"JR","P","Williams High School (Alexandria, VA)",2013,"Atlanta Braves","Alec Grosser"
"3113",11,344,"JR","OF","Rockwall High School (Rockwall, TX)",2013,"New York Yankees","Kendall Coleman"
"3114",11,345,"JR","P","Quartz Hill High School (Quartz Hill, CA)",2013,"Cincinnati Reds","Ty Boyles"
"3115",11,346,"JR","P","Rice University",2013,"Washington Nationals","John Simms"
"3116",12,347,"JR","1B","East Carolina University",2013,"Houston Astros","Chase McDonald"
"3117",12,348,"JR","P","Heritage High School (Maryville, TN)",2013,"Chicago Cubs","Trevor Clifton"
"3118",12,349,"JR","P","University of Oklahoma",2013,"Colorado Rockies","Billy Waltrip"
"3119",12,350,"JR","P","University of Pittsburgh",2013,"Minnesota Twins","Ethan Mildren"
